0,1,2,3,4,5,6,7,8,9
47.57842264047916,144.28863911485507,162.13046291524802,104.64804900501214,39.14565965376489,52.58216291840548,107.4797260472391,44.24531531271097,99.51712304347235,152.78718725868634
68.15657525233102,118.0240261138921,148.6306744890502,134.4760486850782,66.98700488497272,44.49323684822118,98.05491064463526,30.817520725240417,134.71723655977365,133.1175455050095
60.84087280659803,138.42475988705132,166.81036727115034,150.63460625109872,75.05898440609984,32.57757434407903,73.6645950842329,13.538342211600705,129.21151412034035,134.62738526674957
42.88161394051969,131.15797531853372,140.39663791171967,123.89088593343995,61.62055243929034,42.24682032285131,89.50185529933418,29.291172805095854,101.12707679077464,118.42726433730206
27.212291996729263,136.3008509357663,151.40836869964255,146.03496718284367,74.98510174654646,36.022157345225764,86.58712968354683,7.725875338745338,140.38005852860863,146.21868158173254
38.764678677207776,128.81094317813162,154.21727866701374,139.3073694947429,66.38029767404956,42.12358953915911,93.36263734130324,14.877663207175555,141.76415803445363,139.46935042444755
46.638397120689994,163.94933216656344,162.63607749672252,152.85156774151665,97.47676920284248,30.603000254375736,70.54524764070509,29.374873862101413,138.40441562125127,143.32284568325568
62.91811811922086,131.5471104144707,147.05206586850338,131.78766232318128,66.55592764709289,46.77654665548903,102.27150489558015,30.351945098710083,135.1688856553638,133.63919843655526
19.139036747711643,160.6134737772094,142.01154021875942,125.98001680353407,72.00067778778725,43.98227623033184,93.69455249725733,23.499285917776074,114.87056414131453,136.35798357198274
75.22653498528874,114.15882609667527,146.83836510100267,133.61748196615235,63.609198638356865,42.04842197316951,97.29009562794002,26.49371177670889,141.38718923718815,142.30493417687555
81.06353559543841,84.81542178084132,113.27964372434772,104.98741706816695,47.787460119816956,54.12850805318142,103.87920820910365,41.067256680689034,134.94183897223255,124.87835309972036
84.58255150043543,122.43882671202388,151.90397566473786,135.0217107374869,80.73121405190288,55.50046565561156,113.33339500524501,0.5282777890995425,132.68632853319198,135.94461663382228
29.720548709580815,162.36026824775786,158.96232027390815,145.19752288926227,72.29425580670615,31.44078351608446,80.9496919910613,32.26513067008089,133.6584863979508,138.41953659806825
41.87050671171427,126.96940713092037,129.76533909745908,120.98811029252184,61.10155951353474,47.505489325327154,111.71361835861802,25.85934307546028,134.3801506927319,133.09544772233073
41.56320311901582,142.75508398579757,142.77956945481588,133.9847746911226,72.37962866241229,38.58526657032119,97.95712704395598,22.734821441623918,143.5459720953319,135.62515806906302
69.92561417664565,133.90027426999453,160.83409902258748,142.3373383234258,68.32689770375362,38.475878601725206,94.09180438174297,7.421216108602113,134.65357543240037,137.52597230446767
38.79645309795077,123.16046278546884,150.19548424752503,136.64393240413983,66.72943375858938,40.56006990780387,90.49869539155883,22.49494483417407,135.50407239299938,130.1062906037939
27.82653265937094,157.63838063386393,152.82869805897116,143.90469443791676,86.43877701110053,45.68380864183213,102.11054521747957,29.250583112589947,144.4794055469703,128.71394111023173
118.33231861491544,96.09667297503171,42.18838865248726,50.66987611712179,34.21290276822895,49.23797553841502,108.82086140375307,123.68383028363216,77.19227283248,167.24499680366716
32.920866614203746,151.66087438735553,176.66528698688975,168.76963647946897,111.64946517517424,31.26112552649689,71.03392873665946,20.13876106207588,132.87806187962485,136.31992406887022
43.00293877723564,149.94364197665243,154.31431386781406,142.11284975493092,90.03221545970456,38.3108335394895,88.58888895286464,26.194585661862792,136.12527544059424,135.23377933685967
36.7779590129596,152.06114724969555,174.04328758845315,159.28100854942568,101.55679371300671,32.70204895124839,74.82264683457991,6.390116464992608,129.1364633240724,138.5339074717698
49.319640949599524,157.3096992818654,176.09070172084188,170.85726754880812,101.31182281723282,32.94392417750404,75.65184226389633,5.737003943375013,140.15784584855496,131.9568636921454
103.1127969037885,105.16099296577823,161.59161389627516,136.01231582199134,49.14086922369626,45.98524254863314,99.89807656156671,47.63378388670542,115.02705125206096,145.5407870768899
72.9318703207872,125.08399917797198,163.05570410251318,145.06485825621306,72.80876563331358,37.0575993010694,85.11283309249202,24.451932963136574,133.96763105949847,133.71985173922337
28.937326216992943,131.19699749531677,135.35575960427758,127.89721213571539,67.48624635811998,37.249920068260636,81.590965543643,9.129520964070165,139.98048929869802,128.92859106547917
41.64005861959264,138.42607826043414,153.78458112972876,135.63503058000606,72.20604221665415,43.99087129441091,96.88149239277895,11.83871321884997,131.87842577686828,139.8543772879894
31.768799780474218,131.7167903259037,125.13712697364957,117.23319143517513,63.32735783700631,43.09719019749923,94.96263078653192,19.835196839586025,133.56752478710143,136.63778333967775
18.178411439219705,164.47049031412928,161.59038442086842,153.88955570380668,88.0450587833989,34.17927374005768,82.61518133393372,6.8718970758774285,146.48063422161766,122.8521228888721
